	z_coordinate_0	z_coordinate_1
909	-1.0232638	-2.9668686
910	-3.3344293	-6.022844
911	-5.5382876	-5.4738626
912	-3.9556427	-4.081967
913	-3.4276135	-4.396429
914	-4.5996413	-5.0808187
915	-4.328514	-4.9976344
916	-6.4728227	-6.4919543
917	-1.1798394	-3.969488
918	-0.922799	-3.3738124
919	-1.8106968	-2.8896124
920	-4.1046505	-3.547931
921	-1.1586963	-3.7095218
922	-0.95926875	-3.5725915
923	-2.0495462	-6.200618
924	-1.6970016	-5.0784903
925	-7.8221745	-6.885982
926	-3.9249	-6.1740947
927	-2.6570477	-4.1603913
928	-4.010869	-2.9209878
929	-0.9894816	-3.060036
930	-1.5871813	-3.3547528
931	-4.577255	-3.6307204
932	-3.9362292	-4.0028553
933	-3.3363764	-2.752196
934	-3.697257	-5.991787
935	-2.3800526	2.174547
936	-1.2390848	-2.6836183
937	-0.55203307	-3.3948357
938	-1.1878636	-3.4512703
939	-1.4522959	-3.5272217
940	-4.5472517	-4.0549684
941	-3.0274463	-3.78736
942	-0.9769303	-4.7201242
943	-4.471583	-2.7474756
944	-1.2774248	-2.4073434
945	-2.1229	-4.596811
946	-1.3613265	-5.19342
947	-6.808714	-6.1829295
948	-5.01269	-4.4451985
949	-2.4919205	-2.7431657
950	-1.7940211	-3.0401351
951	-1.2785574	-5.1117535
952	2.5538564	1.4521449
953	-1.1108278	-4.803572
954	-4.1301627	-3.972545
955	-0.83582515	-3.582561
956	-3.3725128	-3.2189972
957	-12.761693	-1.0025237
958	-5.9088964	-3.330808
959	-0.08544782	-3.0038826
960	-10.381623	-0.7927415
961	-2.576103	-4.6355686
962	-1.6035683	-3.3585756
963	-3.702022	-6.233557
964	-1.8023584	-3.5310204
965	-0.35396555	-2.7322974
966	-3.5473928	-3.6200025
967	-1.3151498	-3.8868282
968	-0.36764583	-2.7469308
969	-1.7109498	-4.7133775
970	-1.8193562	-5.1507506
971	-4.4342084	-5.3204746
972	-3.9474142	-5.625809
973	-3.463699	-4.3137774
974	-2.4517956	-6.190323
975	-8.368414	-5.8081346
976	-1.975811	-5.045115
977	-0.7926621	-3.719065
978	-2.8987994	-2.6058667
979	-2.0367205	-3.0887945
980	-3.7484798	-4.5387335
981	-0.99406606	-3.3072567
982	-3.3114536	-12.947465
983	-0.8730647	-3.3263829
984	-3.2722998	-5.908105
985	-3.6695328	-6.1100717
986	-7.1906943	-5.1166806
987	-6.4090295	-5.9956136
988	-1.0150657	-4.546741
989	-0.5543557	-3.5408738
990	-0.9519927	-2.765179
991	-3.5423794	-5.5527425
992	-0.8244503	-3.4014218
993	-1.3895159	-2.6929798
994	-3.417955	-7.2703943
995	-0.967045	-3.4993005
996	-1.2307768	-3.3027031
997	-2.7052507	-4.3649774
998	-2.6153822	-5.4228654
999	11.648691	-8.940784
1000	13.605689	-5.8631043
1001	12.283478	-5.3388352
1002	8.640927	-7.481223
1003	12.189491	-4.4143004
1004	8.88039	-7.2711577
1005	12.853419	-5.9263034
1006	12.741788	-5.136757
1007	12.068907	-5.4449444
1008	12.243108	-9.048487
1009	9.008898	-6.4011464
1010	10.891583	-7.8821044
1011	6.693235	-4.3260818
1012	9.7782545	-6.479005
1013	11.339597	-5.0701237
1014	9.112348	-5.154242
1015	9.021878	-6.2855463
1016	6.0998354	-7.1459007
1017	11.242015	-9.056292
1018	9.728481	-6.400746
1019	12.719382	-9.938101
1020	12.769977	-5.734437
1021	9.496942	-8.766726
1022	9.054549	-9.054679
1023	9.310075	-6.2024546
1024	11.989888	-9.682547
1025	12.466729	-4.3609467
1026	13.347339	-8.571375
1027	12.66355	-5.054277
1028	11.588121	-8.096037
1029	9.20405	-6.5125866
1030	12.071681	-4.8967223
1031	13.746915	-6.8751297
1032	13.354928	-5.0192375
1033	12.20787	-4.871005
1034	8.7741995	-7.918715
1035	9.702185	-4.8070664
1036	-4.3934083	-14.717696
1037	12.102273	-5.6386375
1038	11.26176	-8.211722
1039	9.248374	-6.2429376
1040	11.868856	-9.969381
1041	11.557347	-9.062975
1042	11.8319235	-10.722371
1043	9.357756	-8.632195
1044	12.61016	-9.18695
1045	12.499106	-4.4587526
1046	5.763311	-5.6590548
1047	12.17891	-5.3003097
1048	12.650739	-3.6610541
1049	12.093944	-10.19333
1050	13.282014	-6.084245
1051	9.212542	-8.339089
1052	9.022674	-6.283412
1053	9.006375	-9.003478
1054	12.271868	-5.5033116
1055	12.713658	-8.449699
1056	7.693532	-4.751682
1057	13.686326	-5.537981
1058	13.995352	-8.20612
1059	9.165105	-6.3425183
1060	12.819129	-7.4983206
1061	12.136733	-9.794125
1062	9.959809	-9.64536
1063	11.113341	-8.051109
1064	9.173097	-9.105924
1065	12.673017	-3.7113092
1066	9.197486	-6.5637727
1067	11.515642	-9.6215315
1068	11.73615	-8.225137
1069	12.743464	-6.1763053
1070	13.887947	-5.8153896
1071	9.435313	-8.116963
1072	12.376437	-7.649317
1073	10.454032	-8.252441
1074	13.024493	-6.1153154
1075	12.757194	-6.5975704
1076	12.715572	-5.0331516
1077	8.946555	-7.730485
1078	12.54424	-7.0669274
1079	13.4770155	-5.309202
1080	8.063694	-5.4166417
1081	9.761106	-4.785555
1082	-1.4060308	-13.834344
1083	9.122281	-9.826548
1084	9.220365	-6.166194
1085	13.476047	-5.7863154
1086	11.571736	-9.65982
1087	7.0533137	-8.189562
1088	11.619893	-8.405657
1089	12.76795	-4.97492
1090	13.17769	-5.410583
1091	9.655112	-8.608574
1092	12.1263075	-4.5025487
1093	11.928542	-5.6219745
1094	7.7239947	-4.477529
1095	8.848826	-7.883926
1096	12.141576	-5.501101
1097	11.848286	-9.356096
1098	12.735084	-5.0887284
1099	13.820111	-5.9795313
1100	11.585082	-7.9860272
1101	13.5434475	-5.459911
1102	11.809259	-8.065115
1103	13.195468	-4.5248795
1104	10.275962	-8.489259
1105	8.892801	-6.5156155
1106	9.389115	-6.60616
1107	12.033867	-5.124916
1108	12.315116	-5.0894356
1109	7.631883	-4.673041
1110	8.949826	-8.755654
1111	12.778218	-5.689175
1112	9.443035	-9.509871
1113	12.45581	-4.184788
1114	11.660812	-6.977476
1115	11.924267	-8.6003065
1116	13.714122	-4.65546
1117	9.363897	-6.3380966
1118	12.151406	-8.490419
1119	-1.7404772	-14.405593
1120	9.142769	-9.227795
1121	10.153036	-6.421827
1122	9.104381	-6.4688506
1123	12.199579	-4.61968
1124	12.068336	-10.024529
1125	-4.9881134	-14.677826
1126	12.205984	-4.776752
1127	5.7568	-8.89688
1128	2.35391	-8.080204
1129	9.033941	-8.642529
1130	9.536698	-6.305276
1131	11.669979	-7.452881
1132	9.163157	-6.4091496
1133	12.504552	-8.7100525
1134	10.069982	-6.2925487
1135	11.719239	-8.781577
1136	9.952546	-9.117585
1137	9.051671	-8.584717
1138	12.857797	-6.1442037
1139	14.309447	-5.532654
1140	5.4416895	-6.091244
1141	12.471992	-5.891991
1142	10.192613	-4.342453
1143	8.880779	-7.9966006
1144	11.733146	-6.4323235
1145	9.853805	-6.3147902
1146	8.723624	-7.7989764
1147	11.217911	-5.337355
1148	11.348466	-9.324664
1149	11.461526	-8.779426
1150	11.377761	-6.5643616
1151	9.285066	-8.836227
1152	13.211835	-5.7592893
1153	12.291786	-4.565922
1154	8.328238	-7.493968
1155	13.926736	-5.979276
1156	11.318181	-7.5746026
1157	8.90755	-8.590485
1158	8.820331	-9.378361
1159	14.090724	-6.342664
1160	10.10042	-9.259646
1161	12.214431	-4.8423123
1162	12.11757	-10.110524
1163	0.57108927	-12.570197
1164	11.335992	-9.37005
1165	10.067254	-6.0729184
1166	3.4703102	-8.750182
1167	12.584505	-5.6614327
1168	12.891107	-5.65785
1169	12.082538	-5.84487
1170	12.405861	-5.7957096
1171	8.654511	-10.065578
1172	11.185634	-8.415174
1173	11.880709	-9.828645
1174	13.15498	-6.878896
1175	9.128497	-9.141182
1176	12.456855	-4.983425
1177	3.714295	-5.4436183
1178	8.678468	-6.8180127
1179	9.421275	-9.2606325
1180	8.533147	-7.7221303
1181	12.463693	-8.605543
1182	9.09541	-6.3514566
1183	12.042805	-9.732144
1184	12.364835	-9.463425
1185	12.884347	-4.9725103
1186	12.292914	-4.346715
1187	8.74307	-7.8865733
1188	12.122993	-4.95536
1189	14.158454	-5.314303
1190	12.407354	-4.3257875
1191	13.911441	-5.729716
1192	12.010683	-8.593601
1193	13.110317	-10.606686
1194	13.794629	-5.9175243
1195	11.844083	-9.64256
1196	8.860499	-5.945729
1197	11.798421	-5.309215
1198	14.219871	-4.3663955
1199	6.680554	-7.481571
1200	11.680163	-9.6566
1201	9.1376505	-6.342277
1202	6.4916654	-9.179278
1203	9.895051	-6.385035
1204	10.872577	-9.354062
1205	12.224947	-5.5540767
1206	12.821124	-4.8670335
1207	11.669694	-8.93424
1208	11.619961	-8.898201
1209	10.959964	-9.15021
1210	9.04958	-8.018007
1211	11.626622	-9.845353
1212	9.944503	-6.7738705
1213	12.7264185	-4.643146
1214	11.556525	-7.9476
1215	5.7461123	-5.481175
1216	9.326425	-6.2552786
1217	11.414488	-9.113095
1218	12.690645	-6.814896
1219	9.159075	-6.209763
1220	8.15639	-5.7029443
1221	8.921324	-7.387679
1222	11.390298	-9.421138
1223	9.097112	-8.438597
1224	12.005239	-5.134767
1225	11.8561735	-10.093477
1226	7.2561765	-8.448555
1227	13.217838	-5.6169844
1228	8.757943	-7.8276668
1229	8.969763	-7.8005414
1230	9.349444	-6.2905545
1231	12.069884	-7.5744567
1232	8.95291	-7.9814076
1233	4.624616	-10.822208
1234	9.2991295	-6.1864924
1235	12.009234	-9.205824
1236	13.814818	-7.346528
1237	9.273468	-5.626015
1238	8.673248	-7.4572706
1239	12.416261	-4.834806
1240	10.17092	-6.399351
1241	9.341685	-6.3689675
1242	13.1441345	-4.6925154
1243	8.824024	-8.288459
1244	8.989859	-8.164887
1245	8.610439	-8.492811
1246	11.86336	-9.171474
1247	12.305083	-5.5846896
1248	12.523608	-5.6527915
1249	12.11501	-6.2321525
1250	11.150779	-5.1319613
1251	9.213557	-5.1833115
1252	11.895058	-4.969226
1253	11.981584	-8.616217
1254	13.176551	-10.468151
1255	5.0046563	-7.8764386
1256	4.6339498	-7.1538453
1257	12.86548	-4.132931
1258	11.764133	-6.062955
1259	12.19869	-5.0689716
1260	3.4835913	-8.212396
1261	12.191066	-8.584842
1262	12.850607	-5.032246
1263	10.186678	-5.274811
1264	12.422884	-3.7371826
1265	13.367568	-10.016513
1266	12.534867	-4.893536
1267	8.761376	-9.103434
1268	8.910301	-8.71898
1269	9.492113	-6.0778823
1270	8.554441	-5.893988
1271	11.354729	-9.32126
1272	9.536861	-6.4360695
1273	11.066463	-4.2428207
1274	8.8075075	-6.4736156
1275	8.775517	-6.32653
1276	12.963611	-9.824896
1277	13.025856	-5.4197545
1278	12.009461	-9.744374
1279	13.979379	-6.684505
1280	12.097043	-5.590081
1281	12.400231	-4.7036734
1282	13.154071	-6.123387
1283	7.824061	-6.245021
1284	11.563676	-8.406358
1285	11.928447	-7.2595224
1286	11.463126	-9.368418
1287	13.118251	-5.505343
1288	12.930064	-6.7982664
1289	13.59996	-6.0449023
1290	13.210755	-5.942797
1291	10.367737	-9.436325
1292	12.786842	-3.8233302
1293	12.295375	-5.6593857
1294	13.120866	-8.966995
1295	11.974175	-10.493239
1296	12.396127	-9.999813
1297	12.488901	-4.045505
1298	9.759443	-6.250484
1299	12.82969	-11.153445
1300	10.35628	-4.853146
1301	13.506801	-3.8912747
1302	12.431351	-5.2458644
1303	12.1453905	-6.871165
1304	-3.3299832	-12.975656
1305	12.57482	-5.0134845
1306	11.905393	-9.4562025
1307	11.603396	-8.907874
1308	12.413683	-6.6955676
1309	11.43028	-4.872772
1310	8.990494	-6.4777956
1311	-6.7553186	-15.371066
1312	11.786283	-8.586187
1313	3.994185	-6.0764914
1314	13.036777	-6.460671
1315	11.454757	-9.759419
1316	10.248978	-4.3939686
1317	11.988664	-5.5456777
1318	9.256404	-8.882431
1319	12.1696415	-8.587801
1320	7.1440606	-7.722469
1321	6.3930907	-6.876989
1322	12.135171	-4.4879236
1323	9.854283	-7.7369294
1324	9.351148	-5.3272204
1325	12.995039	-5.4675927
1326	11.897334	-6.220898
1327	9.49853	-9.860435
1328	12.231233	-9.530489
1329	8.561939	-7.8113914
1330	11.52114	-8.861654
1331	11.196884	-8.264014
1332	9.215114	-8.493483
1333	12.646415	-9.36182
1334	11.858701	-9.916644
1335	5.0843225	-7.8630605
1336	9.630395	-9.633733
1337	13.136256	-10.281641
1338	7.33184	-8.296944
1339	14.094949	-5.2555165
1340	13.555704	-5.6417117
1341	12.037974	-9.442528
1342	12.623098	-8.632656
1343	7.4660196	-7.6465354
1344	13.057455	-4.683329
1345	13.764601	-4.700471
1346	12.407239	-4.153664
1347	12.113043	-5.0133853
1348	11.853942	-7.364961
1349	11.58195	-9.943125
1350	11.244708	-9.418778
1351	11.337955	-9.831242
1352	13.4069395	-10.1320915
1353	9.45362	-6.4791255
1354	12.800061	-5.867501
1355	12.654406	-4.9977007
1356	6.390772	-5.8257985
1357	12.29778	-8.206186
1358	11.594044	-9.308809
1359	12.92097	-9.424847
1360	12.057471	-4.7181244
1361	11.997907	-9.592771
1362	12.435985	-4.448432
1363	12.176962	-10.022111
1364	12.1042385	-5.4015236
1365	9.389238	-7.867043
1366	11.893795	-5.528532
1367	11.484047	-9.235341
1368	8.819609	-6.0103974
1369	12.289238	-4.069501
1370	11.365397	-9.550148
1371	12.009997	-5.89661
1372	-8.75132	-16.666952
1373	14.482461	-5.489584
1374	11.478856	-9.268629
1375	12.071088	-4.770198
1376	8.769856	-5.78557
1377	9.070327	-6.090832
1378	12.317262	-5.768147
1379	7.8942966	-4.883608
1380	12.198117	-5.1889296
1381	12.219831	-4.8322253
1382	11.54087	-7.9474235
1383	-0.69495517	-11.3165865
1384	12.819372	-9.977426
1385	8.962228	-6.458815
1386	12.306726	-4.663997
1387	11.679816	-8.348494
1388	12.26327	-5.2276196
1389	9.616954	-6.428305
1390	11.41018	-8.032054
1391	8.912854	-8.040734
1392	2.9931397	-5.442983
1393	9.910675	-6.3201733
1394	12.574737	-6.8611255
1395	11.749492	-9.560505
1396	11.75921	-4.5984693
1397	12.409215	-8.905812
1398	7.458284	-8.927201
1399	5.195092	-8.258477
1400	12.0409975	-8.394637
1401	12.153397	-9.858095
1402	12.229374	-4.96487
1403	13.130149	-9.449419
1404	8.828731	-8.977836
1405	8.889013	-6.58073
1406	12.967794	-5.145353
1407	9.161223	-7.9825788
1408	12.34932	-10.073902
1409	13.134767	-6.7403684
1410	10.622007	-8.644419
1411	13.513944	-5.836303
1412	9.408155	-6.6002855
1413	13.172986	-6.571104
1414	12.320941	-7.436919
1415	10.499402	-8.552984
1416	12.140075	-5.4508505
1417	13.531081	-5.841893
1418	11.846486	-9.216179
1419	12.499037	-5.0054483
1420	11.972198	-5.967696
1421	12.211303	-6.061527
1422	10.68068	-3.9366248
1423	12.822338	-5.448755
1424	12.169429	-9.472527
1425	12.069125	-10.261173
1426	-7.0938354	-15.36707
1427	12.138722	-6.0911055
1428	9.814126	-6.475739
1429	10.013104	-9.949979
1430	8.345327	-8.744345
1431	13.576722	-7.148928
1432	9.106894	-6.3755713
1433	12.13134	-5.1486344
1434	11.531287	-9.28113
1435	9.2154455	-7.6210093
1436	12.4042845	-9.783132
1437	12.782144	-8.135341
1438	12.260126	-9.967797
1439	12.224252	-9.807023
1440	11.570365	-9.151637
1441	11.941132	-5.7833276
1442	13.030898	-5.2785716
1443	-2.2092083	-14.631175
1444	11.239135	-8.264478
1445	12.539995	-4.159176
1446	10.791433	-9.878051
1447	12.035994	-5.24523
1448	13.210718	-5.639291
1449	13.2144985	-6.183545
1450	10.738593	-7.6158957
1451	12.643872	-6.3257303
1452	12.232324	-4.8436437
1453	12.143181	-6.776071
1454	10.970769	-3.971804
1455	-3.582755	-14.93574
1456	14.446831	-6.546652
1457	12.130034	-5.128137
1458	13.257567	-5.566887
1459	12.7545805	-9.942607
1460	12.322676	-3.6850176
1461	8.8790455	-6.4286723
1462	11.831563	-9.548375
1463	11.252846	-8.067464
1464	9.333336	-9.740059
1465	9.759446	-6.515027
1466	11.810203	-9.836571
1467	12.383038	-4.880144
1468	8.863271	-8.864365
1469	11.58237	-9.120028
1470	12.857552	-10.290305
1471	9.252683	-6.3148584
1472	12.167293	-4.5189757
1473	8.806319	-6.6878986
1474	10.287067	-7.427712
1475	13.093368	-5.8155613
1476	10.328051	-9.284109
1477	0.079401314	-12.905242
1478	12.348346	-10.581602
1479	12.172758	-4.374905
1480	13.153126	-10.240342
1481	12.735436	-9.821365
1482	11.906052	-9.142465
1483	9.260106	-6.417004
1484	6.8116508	-7.1565137
1485	11.389919	-7.698355
1486	9.898862	-8.578226
1487	11.608493	-9.781941
1488	9.22563	-8.6636
1489	12.931251	-5.744518
1490	12.695409	-5.8322124
1491	13.347293	-11.105601
1492	9.537522	-6.557582
1493	12.44073	-5.043154
1494	11.84513	-5.3698325
1495	11.598393	-9.57545
1496	12.129686	-4.3365116
1497	11.638742	-6.8811154
1498	11.88617	-9.273875
1499	11.763265	-8.700507
1500	5.878637	-6.022104
1501	12.3541155	-9.609799
1502	11.840287	-4.893173
1503	11.606543	-6.274166
1504	10.107834	-6.4395676
1505	8.58485	-8.700106
1506	13.082017	-5.1331134
1507	13.353324	-9.758092
1508	13.227639	-5.7003837
1509	13.077166	-6.0963373
1510	13.159487	-5.0543985
1511	12.096859	-5.2333336
1512	12.585846	-4.358522
1513	13.528945	-4.8768516
1514	12.088514	-6.560538
1515	12.23529	-4.5817847
1516	12.739761	-10.982754
1517	12.034717	-9.909523
1518	11.664996	-9.180681
1519	9.071474	-6.1949387
1520	11.993331	-9.035456
1521	12.295374	-4.593908
1522	12.252941	-4.5262213
1523	11.839536	-9.965845
1524	12.465391	-10.631456
1525	14.516672	-5.4456544
1526	9.183078	-8.639869
1527	15.394843	-4.939646
1528	11.600223	-9.925971
1529	11.940345	-6.692725
1530	8.908687	-8.589959
1531	12.288146	-4.84572
1532	12.317036	-8.065766
1533	12.624957	-5.4937034
1534	11.724317	-5.052796
1535	7.4103603	-5.0892043
1536	11.996953	-9.132775
1537	13.371024	-5.348085
1538	9.738582	-8.645425
1539	12.317906	-5.5826635
1540	10.948125	-4.992167
1541	11.462403	-8.178927
1542	9.170919	-5.3137064
1543	12.528215	-6.632302
1544	9.9402485	-6.6992607
1545	9.05364	-6.609512
1546	12.906668	-6.381947
1547	12.397306	-5.2872076
1548	12.940578	-5.59803
1549	12.046052	-4.0429826
1550	12.581	-4.2026463
1551	13.161187	-5.8367295
1552	11.925235	-9.971889
1553	11.861724	-8.702096
1554	12.455274	-4.8054285
1555	12.590159	-5.4814973
1556	14.7492075	-8.020831
1557	8.373204	-7.308553
1558	8.577867	-7.7539544
1559	6.7671447	-9.334941
1560	9.001721	-9.076055
1561	1.5863729	-10.741266
1562	8.909705	-6.538454
1563	11.827874	-5.2118826
1564	9.771693	-7.243482
1565	14.975398	-5.9657183
1566	12.735086	-6.443039
1567	12.275146	-5.129055
1568	12.353726	-6.8767705
1569	12.817324	-6.088377
1570	9.187265	-7.8073335
1571	14.474069	-5.74843
1572	12.480965	-5.232373
1573	11.395919	-9.629457
1574	12.616956	-5.246564
1575	12.560908	-4.760652
1576	10.419665	-7.863561
1577	11.4888525	-5.0738397
1578	13.392009	-10.60377
1579	8.327663	-10.330167
1580	10.556232	-6.8748226
1581	8.788291	-8.424128
1582	12.9572935	-5.1993175
1583	9.188265	-5.597812
1584	12.742548	-5.981935
1585	12.461077	-5.754019
1586	11.911093	-8.086776
1587	12.309289	-6.1901574
1588	8.041437	-7.7482305
1589	10.445672	-6.3340406
1590	13.333204	-5.544128
1591	12.184758	-4.82107
1592	12.212436	-8.926929
1593	9.110368	-6.6976113
1594	12.416394	-5.5495553
1595	6.9226832	-7.608715
1596	11.9803705	-8.385754
1597	6.6568646	-6.3489203
1598	9.315276	-6.4437733
1599	12.255368	-5.4270954
1600	12.268103	-5.3028345
1601	11.887556	-5.550371
1602	12.309653	-9.918081
1603	11.856072	-5.4631133
1604	10.334193	-10.107405
1605	9.074214	-9.081467
1606	13.08426	-4.79204
1607	9.278011	-7.6979504
1608	11.934627	-6.045343
1609	15.0326395	-5.378006
1610	9.560637	-8.684319
1611	11.45581	-9.353135
1612	12.904347	-6.035639
1613	9.946789	-9.258573
1614	9.162169	-6.069428
1615	11.546536	-9.677987
1616	10.318542	-7.53807
1617	13.48075	-5.962788
1618	11.955141	-9.98404
1619	12.503261	-4.929396
1620	9.035212	-7.6494575
1621	9.989664	-6.7053494
1622	7.898231	-7.3792806
1623	11.7858515	-8.309888
1624	9.826937	-9.548555
1625	-1.2638835	-14.309424
1626	7.8168774	-6.7147913
1627	13.2921715	-5.3311276
1628	11.595128	-8.794449
1629	9.229388	-6.263431
1630	13.7710705	-5.036823
1631	13.286225	-10.619337
1632	9.094998	-8.758521
1633	12.489921	-4.825503
1634	11.9318	-9.496092
1635	12.955015	-5.393219
1636	12.298352	-4.4395504
1637	9.004814	-6.094812
1638	11.643149	-7.3386683
1639	11.055957	-8.6617365
1640	8.911092	-6.663593
1641	10.520746	-9.441212
1642	9.222865	-5.2518415
1643	14.065236	-4.93562
1644	13.391976	-4.150448
1645	13.062941	-9.262394
1646	8.890178	-5.5717893
1647	9.057162	-6.020637
1648	12.655097	-4.5576425
1649	8.597528	-8.820146
1650	11.745625	-6.5115304
1651	9.234953	-6.231129
1652	12.151108	-10.297145
1653	9.188452	-6.3782716
1654	10.314651	-7.0542464
1655	12.4372015	-5.770722
1656	11.536812	-9.555451
1657	13.193554	-8.477069
1658	9.124819	-6.3714013
1659	9.19221	-6.6453133
1660	13.215748	-5.55308
1661	10.320289	-8.653415
1662	10.273698	-4.502359
1663	12.01159	-8.951718
1664	12.317329	-5.5965447
1665	11.824199	-5.8862314
1666	8.735726	-8.838031
1667	-1.8961754	-14.387758
1668	12.753461	-9.55469
1669	12.004731	-10.27851
1670	13.222094	-5.8102655
1671	12.285496	-6.530188
1672	12.97459	-10.03669
1673	9.653949	-8.847571
1674	9.070591	-6.0915365
1675	11.20558	-8.7427025
1676	12.438676	-4.8088307
1677	11.804433	-9.718973
1678	11.473994	-9.369141
1679	12.201487	-6.9267983
1680	6.1113687	-3.8358667
1681	13.392115	-6.3527703
1682	9.006334	-7.9859223
1683	6.350454	-6.9465055
1684	11.538852	-9.775632
1685	13.8777685	-4.1727715
1686	12.7203455	-6.302589
1687	11.89087	-10.152668
1688	12.747678	-5.6489663
1689	10.847174	-9.003676
1690	11.11708	-8.754323
1691	9.878753	-6.619182
1692	12.842775	-6.182611
1693	12.349817	-5.1259174
1694	12.432362	-9.70473
1695	9.748301	-6.563275
1696	5.6382475	-6.0571017
1697	9.911555	-5.31883
1698	9.153379	-7.612465
1699	11.556887	-8.413236
1700	12.256873	-10.253472
1701	9.162329	-6.2609906
1702	10.78603	-5.267509
1703	12.998072	-7.06997
1704	8.61029	-8.5294895
1705	-0.5521751	-12.391892
1706	9.047942	-6.278901
1707	11.823575	-8.673997
1708	10.074716	-8.754877
1709	11.652368	-8.124419
1710	11.05539	-8.823148
1711	12.615829	-6.1452475
1712	9.460421	-9.430714
1713	8.908435	-8.763434
1714	13.029645	-5.1898184
1715	12.793871	-5.783671
1716	13.084066	-5.246778
1717	10.598146	-9.750268
1718	11.716426	-8.446226
1719	13.511637	-4.598329
1720	11.8049755	-9.183348
1721	13.664782	-6.5320306
1722	12.668403	-4.3756332
1723	12.32969	-4.8543334
1724	12.172939	-9.408567
1725	12.143183	-5.0207515
1726	13.956059	-6.525213
1727	3.4212973	-8.151551
1728	9.04004	-5.571223
1729	10.152653	-6.1802773
1730	13.077308	-5.3252416
1731	11.975781	-5.2305436
1732	11.590045	-8.378686
1733	12.600836	-5.0576763
1734	12.782014	-10.684182
1735	11.804642	-9.379639
1736	6.4958105	-7.370237
1737	13.822405	-4.9806676
1738	9.340155	-6.3243184
1739	13.482887	-4.5997863
1740	12.022678	-5.5023394
1741	14.291585	-5.041686
1742	12.156967	-5.5244126
1743	12.764863	-4.527022
1744	13.270351	-3.942612
1745	11.573665	-6.2052374
1746	13.269191	-6.454809
1747	12.54548	-4.6398106
1748	11.931083	-4.3403926
1749	12.8882265	-5.951291
1750	8.899732	-7.6258354
1751	12.718047	-5.5894704
1752	3.3569214	-6.703115
1753	10.872949	-5.0153804
1754	13.333428	-5.749504
1755	13.290659	-4.496213
1756	12.610374	-9.243996
1757	8.585863	-6.8161864
1758	12.577145	-4.7287984
1759	9.913367	-6.2800226
1760	12.071037	-5.246897
1761	12.684308	-10.229003
1762	12.84888	-6.630434
1763	11.941041	-4.7149925
1764	12.517341	-4.8656907
1765	8.896884	-8.1162195
1766	10.741748	-9.323128
1767	13.422149	-10.879202
1768	9.132379	-6.531955
1769	11.506122	-7.1198907
1770	11.20571	-8.076653
1771	11.854022	-9.919809
1772	13.585845	-5.0003757
1773	10.49353	-5.9173737
1774	12.943346	-5.7450285
1775	11.851502	-9.551257
1776	9.333098	-5.335632
1777	11.54765	-9.600934
1778	11.413348	-8.098225
1779	11.706599	-8.710391
1780	11.922937	-4.9032316
1781	10.854432	-10.074124
1782	11.548527	-9.171004
1783	13.027226	-9.36096
1784	8.965922	-5.5309925
1785	11.878879	-8.492803
1786	12.119876	-10.870054
1787	9.123272	-7.2980957
1788	9.886557	-6.20041
1789	13.007832	-4.825788
1790	12.175162	-9.536577
1791	12.414425	-5.7146735
1792	9.382064	-9.265812
1793	11.459635	-8.835531
1794	12.247419	-5.400624
1795	13.359423	-5.288139
1796	13.3382225	-5.159526
1797	8.854697	-7.7698045
1798	12.926566	-5.6209
1799	10.768466	-8.016486
1800	12.939618	-10.061496
1801	12.471574	-8.2084675
1802	11.947234	-10.02328
1803	12.825187	-9.385239
1804	11.743194	-9.900435
1805	9.840318	-8.829078
1806	-1.3601857	-14.099959
1807	13.365362	-5.079
1808	12.19398	-5.625773
1809	9.24668	-6.185444
1810	11.770682	-5.7652965
1811	12.41443	-10.114057
1812	13.181638	-5.6193357
1813	12.113836	-5.6315627
1814	12.806458	-9.382728
1815	11.767198	-9.88072
1816	11.957011	-10.010812
1817	9.973617	-9.686748
1818	13.609905	-5.1528416
1819	9.69835	-8.94939
1820	11.6536455	-9.528882
1821	13.816112	-6.53637
1822	12.698877	-5.5022135
1823	12.031834	-10.330807
1824	12.630919	-6.294965
1825	9.212166	-7.6177845
1826	11.75003	-9.681019
1827	9.479903	-8.04119
1828	10.368688	-4.8861327
1829	12.273669	-6.790521
1830	11.63577	-7.61782
1831	12.220144	-6.340645
1832	5.1943927	-6.1406636
1833	12.765149	-10.162729
1834	7.829781	-7.43577
1835	11.285391	-6.1468773
1836	9.106341	-5.0787153
1837	13.64181	-10.067149
1838	11.99097	-9.507941
1839	8.922133	-8.898903
1840	11.270858	-4.837926
1841	9.113453	-6.281356
1842	11.784717	-9.503965
1843	8.720743	-7.1412873
1844	9.309232	-6.361068
1845	8.607519	-7.7786603
1846	12.295622	-5.277532
1847	6.1186023	-8.441185
1848	6.5588336	-7.2498627
1849	8.056785	-7.3819275
1850	9.818091	-9.822319
1851	10.123237	-7.698544
1852	5.972267	-7.076082
1853	11.919078	-8.760683
1854	11.967586	-5.057621
1855	8.954656	-6.4639835
1856	13.228826	-4.0831475
1857	12.110061	-4.658193
1858	9.176753	-6.5064816
1859	-4.808377	-14.431226
1860	13.517748	-10.86548
1861	-7.9638596	-0.7015832
1862	11.4008255	-8.782025
1863	12.366393	-5.9943895
1864	11.641121	-9.488361
1865	11.872436	-5.9635277
1866	11.96947	-4.6257706
1867	-2.5077665	-11.715615
1868	12.323546	-6.1467514
